;x;y
1591;e labour, gold, acuteness, and patience have been ;s
1592; labour, gold, acuteness, and patience have been s;p
1593;labour, gold, acuteness, and patience have been sp;e
1594;abour, gold, acuteness, and patience have been spe;n
1595;bour, gold, acuteness, and patience have been spen;t
1596;our, gold, acuteness, and patience have been spent; 
1597;ur, gold, acuteness, and patience have been spent ;t
1598;r, gold, acuteness, and patience have been spent t;h
1599;, gold, acuteness, and patience have been spent th;a
1600; gold, acuteness, and patience have been spent tha;n
1601;gold, acuteness, and patience have been spent than; 
1602;old, acuteness, and patience have been spent than ;o
1603;ld, acuteness, and patience have been spent than o;n
1604;d, acuteness, and patience have been spent than on; 
1605;, acuteness, and patience have been spent than on ;a
1606; acuteness, and patience have been spent than on a;n
1607;acuteness, and patience have been spent than on an;y
1608;cuteness, and patience have been spent than on any; 
1609;uteness, and patience have been spent than on any ;a
1610;teness, and patience have been spent than on any a;c
1611;eness, and patience have been spent than on any ac;t
1612;ness, and patience have been spent than on any act;u
1613;ess, and patience have been spent than on any actu;a
1614;ss, and patience have been spent than on any actua;l
1615;s, and patience have been spent than on any actual; 
1616;, and patience have been spent than on any actual ;s
1617; and patience have been spent than on any actual s;c
1618;and patience have been spent than on any actual sc;i
1619;nd patience have been spent than on any actual sci;e
1620;d patience have been spent than on any actual scie;n
1621; patience have been spent than on any actual scien;c
1622;patience have been spent than on any actual scienc;e
1623;atience have been spent than on any actual science; 
1624;tience have been spent than on any actual science ;h
1625;ience have been spent than on any actual science h;i
1626;ence have been spent than on any actual science hi;t
1627;nce have been spent than on any actual science hit;h
1628;ce have been spent than on any actual science hith;e
1629;e have been spent than on any actual science hithe;r
1630; have been spent than on any actual science hither;t
1631;have been spent than on any actual science hithert;o
1632;ave been spent than on any actual science hitherto;:
1633;ve been spent than on any actual science hitherto:; 
1634;e been spent than on any actual science hitherto: ;w
1635; been spent than on any actual science hitherto: w;e
1636;been spent than on any actual science hitherto: we; 
1637;een spent than on any actual science hitherto: we ;o
1638;en spent than on any actual science hitherto: we o;w
1639;n spent than on any actual science hitherto: we ow;e
1640; spent than on any actual science hitherto: we owe; 
1641;spent than on any actual science hitherto: we owe ;t
1642;pent than on any actual science hitherto: we owe t;o
1643;ent than on any actual science hitherto: we owe to; 
1644;nt than on any actual science hitherto: we owe to ;i
1645;t than on any actual science hitherto: we owe to i;t
1646; than on any actual science hitherto: we owe to it;,
1647;than on any actual science hitherto: we owe to it,; 
1648;han on any actual science hitherto: we owe to it, ;a
1649;an on any actual science hitherto: we owe to it, a;n
1650;n on any actual science hitherto: we owe to it, an;d
1651; on any actual science hitherto: we owe to it, and; 
1652;on any actual science hitherto: we owe to it, and ;t
1653;n any actual science hitherto: we owe to it, and t;o
1654; any actual science hitherto: we owe to it, and to; 
1655;any actual science hitherto: we owe to it, and to ;i
1656;ny actual science hitherto: we owe to it, and to i;t
1657;y actual science hitherto: we owe to it, and to it;s
1658; actual science hitherto: we owe to it, and to its; 
1659;actual science hitherto: we owe to it, and to its ;""""
1660;"ctual science hitherto: we owe to it, and to its """;s
1661;"tual science hitherto: we owe to it, and to its ""s";u
1662;"ual science hitherto: we owe to it, and to its ""su";p
1663;"al science hitherto: we owe to it, and to its ""sup";e
1664;"l science hitherto: we owe to it, and to its ""supe";r
1665;" science hitherto: we owe to it, and to its ""super";-
1666;"science hitherto: we owe to it, and to its ""super-";t
1667;"cience hitherto: we owe to it, and to its ""super-t";e
1668;"ience hitherto: we owe to it, and to its ""super-te";r
1669;"ence hitherto: we owe to it, and to its ""super-ter";r
1670;"nce hitherto: we owe to it, and to its ""super-terr";e
1671;"ce hitherto: we owe to it, and to its ""super-terre";s
1672;"e hitherto: we owe to it, and to its ""super-terres";t
1673;" hitherto: we owe to it, and to its ""super-terrest";r
1674;"hitherto: we owe to it, and to its ""super-terrestr";i
1675;"itherto: we owe to it, and to its ""super-terrestri";a
1676;"therto: we owe to it, and to its ""super-terrestria";l
1677;"herto: we owe to it, and to its ""super-terrestrial";""""
1678;"erto: we owe to it, and to its ""super-terrestrial"""; 
1679;"rto: we owe to it, and to its ""super-terrestrial"" ";p
1680;"to: we owe to it, and to its ""super-terrestrial"" p";r
1681;"o: we owe to it, and to its ""super-terrestrial"" pr";e
1682;": we owe to it, and to its ""super-terrestrial"" pre";t
1683;" we owe to it, and to its ""super-terrestrial"" pret";e
1684;"we owe to it, and to its ""super-terrestrial"" prete";n
1685;"e owe to it, and to its ""super-terrestrial"" preten";s
1686;" owe to it, and to its ""super-terrestrial"" pretens";i
1687;"owe to it, and to its ""super-terrestrial"" pretensi";o
1688;"we to it, and to its ""super-terrestrial"" pretensio";n
1689;"e to it, and to its ""super-terrestrial"" pretension";s
1690;" to it, and to its ""super-terrestrial"" pretensions"; 
1691;"to it, and to its ""super-terrestrial"" pretensions ";i
1692;"o it, and to its ""super-terrestrial"" pretensions i";n
1693;" it, and to its ""super-terrestrial"" pretensions in"; 
1694;"it, and to its ""super-terrestrial"" pretensions in ";a
1695;"t, and to its ""super-terrestrial"" pretensions in a";s
1696;", and to its ""super-terrestrial"" pretensions in as";i
1697;" and to its ""super-terrestrial"" pretensions in asi";a
1698;"and to its ""super-terrestrial"" pretensions in asia"; 
1699;"nd to its ""super-terrestrial"" pretensions in asia ";a
1700;"d to its ""super-terrestrial"" pretensions in asia a";n
1701;" to its ""super-terrestrial"" pretensions in asia an";d
1702;"to its ""super-terrestrial"" pretensions in asia and"; 
1703;"o its ""super-terrestrial"" pretensions in asia and ";e
1704;" its ""super-terrestrial"" pretensions in asia and e";g
1705;"its ""super-terrestrial"" pretensions in asia and eg";y
1706;"ts ""super-terrestrial"" pretensions in asia and egy";p
1707;"s ""super-terrestrial"" pretensions in asia and egyp";t
1708;" ""super-terrestrial"" pretensions in asia and egypt";,
1709;"""super-terrestrial"" pretensions in asia and egypt,"; 
1710;"super-terrestrial"" pretensions in asia and egypt, ";t
1711;"uper-terrestrial"" pretensions in asia and egypt, t";h
1712;"per-terrestrial"" pretensions in asia and egypt, th";e
1713;"er-terrestrial"" pretensions in asia and egypt, the"; 
1714;"r-terrestrial"" pretensions in asia and egypt, the ";g
1715;"-terrestrial"" pretensions in asia and egypt, the g";r
1716;"terrestrial"" pretensions in asia and egypt, the gr";a
1717;"errestrial"" pretensions in asia and egypt, the gra";n
1718;"rrestrial"" pretensions in asia and egypt, the gran";d
1719;"restrial"" pretensions in asia and egypt, the grand"; 
1720;"estrial"" pretensions in asia and egypt, the grand ";s
1721;"strial"" pretensions in asia and egypt, the grand s";t
1722;"trial"" pretensions in asia and egypt, the grand st";y
1723;"rial"" pretensions in asia and egypt, the grand sty";l
1724;"ial"" pretensions in asia and egypt, the grand styl";e
1725;"al"" pretensions in asia and egypt, the grand style"; 
1726;"l"" pretensions in asia and egypt, the grand style ";o
1727;""" pretensions in asia and egypt, the grand style o";f
1728; pretensions in asia and egypt, the grand style of; 
1729;pretensions in asia and egypt, the grand style of ;a
1730;retensions in asia and egypt, the grand style of a;r
1731;etensions in asia and egypt, the grand style of ar;c
1732;tensions in asia and egypt, the grand style of arc;h
1733;ensions in asia and egypt, the grand style of arch;i
1734;nsions in asia and egypt, the grand style of archi;t
1735;sions in asia and egypt, the grand style of archit;e
1736;ions in asia and egypt, the grand style of archite;c
1737;ons in asia and egypt, the grand style of architec;t
1738;ns in asia and egypt, the grand style of architect;u
1739;s in asia and egypt, the grand style of architectu;r
1740; in asia and egypt, the grand style of architectur;e
1741;in asia and egypt, the grand style of architecture;.
1742;n asia and egypt, the grand style of architecture.; 
1743; asia and egypt, the grand style of architecture. ;i
1744;asia and egypt, the grand style of architecture. i;t
1745;sia and egypt, the grand style of architecture. it; 
1746;ia and egypt, the grand style of architecture. it ;s
1747;a and egypt, the grand style of architecture. it s;e
1748; and egypt, the grand style of architecture. it se;e
1749;and egypt, the grand style of architecture. it see;m
1750;nd egypt, the grand style of architecture. it seem;s
1751;d egypt, the grand style of architecture. it seems; 
1752; egypt, the grand style of architecture. it seems ;t
1753;egypt, the grand style of architecture. it seems t;h
